Date,Place,Time,Period,Water Level (m),Water Level Percentage (%),Temperature (°C),Vibration on Earth (mg),Rain Gauge Level (mm),Pore Pressure (kPa),Soil Moisture (%),Latitude,Longitude,Distance (km)
2022-01-10,Shimla,19:19,Morning,2.8,89.0,29.4,0.02,28.9,113.1,34.1,31.1048,77.1734,42.41
2021-02-27,Munnar,09:04,Morning,1.0,75.0,17.1,0.03,11.2,132.9,37.9,10.0889,77.0594,37.66
2021-02-09,Dehradun,17:52,Morning,1.7,61.0,19.5,0.1,20.0,129.4,37.0,30.3165,78.0322,27.94
2023-11-12,Shimla,22:03,Afternoon,1.2,83.0,27.7,0.05,8.0,125.0,37.1,31.1048,77.1734,14.9
2024-12-19,Dehradun,11:14,Night,3.3,70.0,16.2,0.06,16.0,100.4,46.4,30.3165,78.0322,8.78
2021-06-02,Shillong,13:50,Morning,1.8,61.0,21.6,0.02,1.9,132.0,40.4,25.5788,91.8933,8.62
2021-09-21,Darjeeling,23:34,Morning,3.9,87.0,18.3,0.09,18.6,127.8,49.6,27.0385,88.2622,15.03
2020-09-04,Manali,18:04,Evening,3.3,64.0,24.1,0.05,19.7,136.0,27.4,32.2396,77.1885,7.32
2022-12-26,Shillong,23:44,Evening,2.1,85.0,18.1,0.1,25.0,136.7,32.9,25.5788,91.8933,2.47
2023-01-27,Shillong,19:09,Evening,3.3,69.0,15.6,0.09,5.0,120.3,49.7,25.5788,91.8933,38.47
2022-03-31,Munnar,18:41,Morning,2.9,88.0,15.7,0.05,18.9,132.2,26.8,10.0889,77.0594,39.03
2020-04-30,Munnar,19:05,Evening,2.5,65.0,29.6,0.07,34.4,101.1,35.9,10.0889,77.0594,19.2
2023-09-22,Shillong,15:19,Morning,2.7,77.0,19.6,0.09,14.2,118.7,40.1,25.5788,91.8933,20.16
2023-05-09,Dehradun,13:57,Evening,3.4,73.0,28.6,0.02,23.2,128.8,49.6,30.3165,78.0322,28.82
2022-12-23,Manali,12:06,Night,1.4,83.0,19.2,0.01,7.9,128.7,43.8,32.2396,77.1885,22.2
2020-11-20,Munnar,18:22,Afternoon,2.3,67.0,24.3,0.01,10.6,106.3,43.2,10.0889,77.0594,16.79
2021-06-11,Shimla,18:52,Night,1.1,67.0,18.7,0.08,2.3,116.1,31.1,31.1048,77.1734,43.67
2020-10-13,Shillong,21:29,Afternoon,3.3,73.0,24.2,0.05,26.3,100.8,49.9,25.5788,91.8933,13.47
2022-12-25,Manali,16:31,Night,1.9,88.0,29.0,0.07,2.4,115.2,30.7,32.2396,77.1885,1.33
2021-05-13,Shimla,12:06,Evening,2.4,89.0,28.4,0.03,9.6,118.0,31.1,31.1048,77.1734,0.99
2020-06-17,Darjeeling,12:54,Afternoon,2.1,84.0,23.5,0.04,13.8,135.9,48.6,27.0385,88.2622,7.09
2022-07-20,Shimla,04:49,Afternoon,2.2,61.0,18.9,0.07,11.5,101.7,45.5,31.1048,77.1734,20.79
2024-11-07,Dehradun,13:52,Night,3.7,84.0,25.3,0.06,29.9,108.9,33.2,30.3165,78.0322,9.79
2020-11-14,Manali,07:28,Morning,3.7,83.0,17.6,0.04,5.1,106.3,33.2,32.2396,77.1885,44.31
2020-06-06,Shimla,22:51,Afternoon,3.8,65.0,15.0,0.01,23.4,120.6,48.1,31.1048,77.1734,24.32
2023-10-11,Shimla,17:34,Afternoon,1.4,68.0,25.8,0.08,22.3,125.3,49.1,31.1048,77.1734,35.75
2020-02-12,Darjeeling,07:12,Morning,3.4,84.0,22.8,0.09,11.5,101.4,35.4,27.0385,88.2622,34.57
2024-05-05,Shillong,03:33,Afternoon,2.7,75.0,24.4,0.07,27.7,137.2,34.9,25.5788,91.8933,32.67
2023-10-15,Munnar,07:13,Afternoon,3.5,88.0,27.5,0.09,10.3,138.6,29.5,10.0889,77.0594,31.59
2022-12-18,Munnar,21:12,Afternoon,1.4,84.0,19.3,0.05,18.9,118.9,36.6,10.0889,77.0594,30.9
2022-07-06,Shimla,06:22,Morning,1.6,73.0,23.5,0.06,22.6,136.2,43.3,31.1048,77.1734,3.99
2024-12-01,Dehradun,21:40,Afternoon,3.7,90.0,27.9,0.05,12.8,124.0,41.4,30.3165,78.0322,39.53
2020-03-14,Munnar,15:38,Afternoon,3.9,82.0,25.8,0.02,31.3,120.6,37.1,10.0889,77.0594,27.39
2024-10-12,Shimla,21:13,Night,2.6,72.0,25.4,0.09,16.8,136.2,49.0,31.1048,77.1734,25.02
2021-01-26,Shimla,09:28,Night,3.5,88.0,26.1,0.09,11.5,111.9,48.8,31.1048,77.1734,19.67
2021-07-19,Shimla,10:16,Afternoon,3.0,70.0,25.2,0.1,33.0,108.3,29.5,31.1048,77.1734,11.93
2021-03-21,Shimla,13:08,Evening,1.3,75.0,19.2,0.06,29.0,125.9,41.6,31.1048,77.1734,43.94
2021-11-07,Shillong,20:15,Evening,3.5,66.0,22.0,0.09,27.3,124.3,27.4,25.5788,91.8933,19.31
2024-09-01,Darjeeling,00:36,Evening,3.0,87.0,25.6,0.09,23.7,128.5,32.6,27.0385,88.2622,36.71
2023-06-19,Shimla,14:52,Afternoon,3.0,90.0,26.1,0.07,29.5,130.6,41.4,31.1048,77.1734,33.23
2022-03-01,Manali,19:22,Evening,2.2,69.0,25.8,0.07,18.4,124.6,31.0,32.2396,77.1885,3.48
2022-10-03,Darjeeling,15:18,Evening,1.6,69.0,21.6,0.09,19.2,101.6,38.3,27.0385,88.2622,29.32
2020-10-22,Munnar,23:29,Night,1.8,88.0,24.3,0.06,16.8,103.2,32.0,10.0889,77.0594,42.36
2022-04-22,Manali,14:50,Evening,3.3,64.0,21.2,0.09,28.3,118.2,25.6,32.2396,77.1885,35.79
2024-03-03,Darjeeling,12:26,Evening,2.9,75.0,24.4,0.09,28.1,107.5,39.7,27.0385,88.2622,9.08
2020-06-21,Munnar,13:17,Morning,1.3,73.0,15.8,0.02,19.5,112.5,28.8,10.0889,77.0594,44.93
2023-10-31,Manali,01:18,Afternoon,1.2,86.0,24.6,0.02,32.2,113.6,46.7,32.2396,77.1885,34.37
2022-02-03,Manali,08:34,Afternoon,2.9,80.0,27.2,0.08,25.2,122.6,34.7,32.2396,77.1885,43.38
2022-12-11,Shimla,11:41,Night,2.3,82.0,19.0,0.08,32.3,112.4,47.7,31.1048,77.1734,19.36
2021-11-12,Shillong,04:17,Evening,1.2,67.0,24.5,0.04,8.2,122.2,36.8,25.5788,91.8933,26.49
2023-02-05,Dehradun,02:05,Evening,3.6,82.0,25.1,0.06,14.2,132.5,26.5,30.3165,78.0322,45.88
2024-08-16,Darjeeling,15:48,Evening,1.3,89.0,22.5,0.07,30.5,110.3,42.0,27.0385,88.2622,7.51
2022-03-15,Darjeeling,05:27,Morning,2.7,89.0,26.7,0.09,15.0,131.3,39.0,27.0385,88.2622,38.86
2024-12-04,Shimla,18:07,Morning,2.3,63.0,24.7,0.08,3.7,131.7,25.1,31.1048,77.1734,7.65
2021-03-22,Dehradun,13:10,Morning,2.2,79.0,21.6,0.05,23.0,128.5,28.8,30.3165,78.0322,28.21
2020-01-15,Shillong,03:31,Afternoon,3.6,63.0,15.1,0.1,32.7,107.5,28.4,25.5788,91.8933,26.78
2023-06-02,Shimla,07:51,Night,1.9,71.0,23.6,0.08,17.2,128.7,49.6,31.1048,77.1734,40.82
2024-07-27,Shillong,18:13,Afternoon,1.5,71.0,18.1,0.06,1.0,106.2,41.8,25.5788,91.8933,49.02
2022-01-15,Shillong,02:43,Night,3.1,73.0,21.4,0.07,21.0,123.2,25.6,25.5788,91.8933,25.83
2024-02-12,Shimla,09:03,Morning,1.2,70.0,24.2,0.06,14.1,104.3,47.6,31.1048,77.1734,18.22
2020-06-13,Darjeeling,10:17,Evening,1.4,69.0,21.9,0.09,21.7,107.0,26.0,27.0385,88.2622,33.17
2024-04-25,Munnar,10:28,Afternoon,1.6,77.0,27.5,0.01,1.8,111.8,29.8,10.0889,77.0594,40.71
2021-08-01,Shillong,05:32,Afternoon,2.4,68.0,16.1,0.03,4.8,102.9,26.4,25.5788,91.8933,45.32
2022-03-11,Shimla,10:43,Night,2.5,66.0,23.4,0.07,19.6,135.2,27.3,31.1048,77.1734,36.71
2023-11-20,Darjeeling,18:15,Morning,1.9,68.0,25.2,0.01,4.4,122.7,35.0,27.0385,88.2622,30.1
2024-04-18,Shimla,17:51,Night,4.0,71.0,23.7,0.06,7.7,103.2,38.3,31.1048,77.1734,11.15
2024-09-14,Shimla,06:30,Morning,2.6,88.0,20.0,0.08,29.0,139.4,49.0,31.1048,77.1734,9.94
2024-04-14,Manali,11:59,Afternoon,2.5,76.0,15.3,0.09,3.7,123.2,44.2,32.2396,77.1885,39.42
2023-03-25,Darjeeling,08:41,Morning,3.5,78.0,16.2,0.04,23.0,113.3,42.3,27.0385,88.2622,35.39
2021-11-01,Munnar,09:25,Night,1.7,72.0,22.4,0.08,32.6,102.0,42.5,10.0889,77.0594,13.13
2021-06-15,Dehradun,22:43,Afternoon,2.5,72.0,29.4,0.07,23.7,120.5,38.8,30.3165,78.0322,9.59
2021-02-23,Shimla,03:08,Afternoon,2.0,82.0,23.6,0.07,13.1,101.0,30.0,31.1048,77.1734,41.68
2020-12-30,Shimla,04:16,Afternoon,2.1,62.0,23.0,0.06,18.5,105.4,39.8,31.1048,77.1734,32.69
2020-10-02,Shillong,06:23,Night,2.6,76.0,22.4,0.04,29.3,125.6,46.0,25.5788,91.8933,24.58
2024-12-11,Manali,00:43,Afternoon,3.0,74.0,16.0,0.04,22.3,123.2,25.1,32.2396,77.1885,20.59
2022-09-23,Shillong,11:19,Night,3.0,82.0,21.8,0.03,32.7,102.4,28.1,25.5788,91.8933,49.58
2023-01-28,Shillong,15:51,Morning,2.5,61.0,23.8,0.04,5.9,100.6,28.6,25.5788,91.8933,28.89
2022-07-18,Manali,05:48,Night,2.2,71.0,22.3,0.08,14.7,120.1,31.4,32.2396,77.1885,36.52
2022-01-10,Dehradun,23:20,Night,1.6,66.0,19.9,0.02,10.4,127.5,41.9,30.3165,78.0322,49.73
2021-03-26,Darjeeling,04:12,Morning,3.4,69.0,22.1,0.03,19.5,131.2,26.3,27.0385,88.2622,26.71
2022-11-09,Darjeeling,02:14,Evening,3.4,72.0,16.1,0.09,24.8,121.4,27.9,27.0385,88.2622,48.4
2021-03-20,Dehradun,21:49,Night,1.5,88.0,27.4,0.03,18.3,109.2,26.1,30.3165,78.0322,17.81
2023-09-07,Shillong,10:23,Afternoon,3.2,69.0,27.6,0.05,22.1,121.0,42.8,25.5788,91.8933,45.24
2021-01-09,Darjeeling,08:31,Night,2.7,85.0,27.9,0.01,23.3,126.9,30.9,27.0385,88.2622,25.56
2022-02-17,Shimla,09:49,Morning,1.8,67.0,28.6,0.06,31.9,120.3,36.7,31.1048,77.1734,8.85
2023-11-22,Darjeeling,06:40,Night,2.5,86.0,28.7,0.02,12.1,103.8,25.2,27.0385,88.2622,5.11
2024-06-01,Munnar,14:15,Evening,1.6,61.0,16.4,0.04,0.5,116.5,41.7,10.0889,77.0594,2.14
2022-08-16,Dehradun,21:34,Night,2.0,60.0,25.1,0.08,23.0,131.2,48.6,30.3165,78.0322,2.0
2020-01-02,Shillong,06:30,Morning,3.1,89.0,17.0,0.05,16.5,100.1,44.5,25.5788,91.8933,32.24
2023-10-02,Munnar,21:51,Afternoon,3.1,76.0,22.9,0.03,6.5,110.2,41.7,10.0889,77.0594,34.85
2023-05-08,Darjeeling,08:31,Evening,2.9,73.0,28.2,0.02,5.3,119.2,35.8,27.0385,88.2622,21.28
2022-06-21,Darjeeling,23:20,Morning,4.0,62.0,16.9,0.04,5.6,119.2,42.1,27.0385,88.2622,9.53
2024-11-10,Munnar,16:31,Evening,3.3,68.0,25.7,0.03,21.3,132.9,34.0,10.0889,77.0594,29.39
2022-04-13,Darjeeling,03:43,Night,2.5,84.0,25.8,0.09,7.9,129.7,29.3,27.0385,88.2622,46.07
2021-09-15,Shimla,23:28,Evening,1.1,84.0,25.5,0.04,17.4,118.2,30.0,31.1048,77.1734,14.74
2023-07-14,Shillong,16:47,Night,3.4,71.0,22.7,0.05,13.5,114.1,30.0,25.5788,91.8933,34.88
2021-08-27,Darjeeling,09:48,Evening,1.5,64.0,28.0,0.03,16.0,108.6,26.4,27.0385,88.2622,19.62
2021-05-17,Dehradun,17:49,Night,2.0,69.0,29.0,0.1,27.2,105.5,28.3,30.3165,78.0322,16.4
2021-05-29,Shillong,17:09,Night,1.6,81.0,25.4,0.02,20.0,130.5,34.6,25.5788,91.8933,32.97
2020-01-10,Darjeeling,17:46,Morning,3.3,77.0,29.6,0.02,10.2,135.3,48.2,27.0385,88.2622,5.29
2022-09-27,Shillong,10:42,Afternoon,2.0,79.0,20.5,0.08,29.0,120.6,42.8,25.5788,91.8933,48.13
2023-11-14,Manali,13:21,Morning,1.0,69.0,22.3,0.03,19.3,132.3,32.8,32.2396,77.1885,30.79
2020-11-17,Manali,05:17,Night,3.1,81.0,29.1,0.08,11.6,113.0,49.4,32.2396,77.1885,4.49
2024-01-24,Munnar,06:39,Morning,3.4,68.0,24.7,0.08,26.5,117.5,47.7,10.0889,77.0594,23.65
2021-12-26,Shimla,18:48,Night,1.2,65.0,22.8,0.07,4.4,129.1,28.5,31.1048,77.1734,45.12
2023-05-04,Darjeeling,18:02,Afternoon,2.0,72.0,17.6,0.01,2.4,132.0,32.6,27.0385,88.2622,6.43
2020-06-05,Shillong,14:47,Afternoon,2.0,80.0,16.7,0.07,28.0,128.1,25.7,25.5788,91.8933,4.25
2021-02-28,Shillong,14:12,Night,3.2,73.0,19.6,0.1,19.2,112.1,37.6,25.5788,91.8933,47.31
2022-05-23,Shimla,00:22,Evening,3.5,88.0,15.9,0.05,31.5,140.0,47.1,31.1048,77.1734,13.66
2024-04-27,Manali,13:04,Night,1.9,72.0,24.5,0.03,8.9,121.4,37.7,32.2396,77.1885,49.29
2020-01-21,Manali,21:58,Evening,2.7,81.0,25.9,0.02,24.8,139.5,45.0,32.2396,77.1885,23.16
2024-12-21,Munnar,07:44,Evening,1.7,68.0,26.6,0.08,25.3,128.6,26.8,10.0889,77.0594,26.9
2023-01-28,Darjeeling,05:00,Morning,3.2,77.0,22.3,0.03,29.9,105.5,26.9,27.0385,88.2622,16.5
2024-10-18,Munnar,06:57,Night,2.6,88.0,17.2,0.03,12.0,133.5,34.1,10.0889,77.0594,11.32
2021-12-02,Dehradun,01:29,Morning,3.8,82.0,16.1,0.05,1.6,119.3,30.0,30.3165,78.0322,43.78
2023-06-14,Shimla,14:57,Evening,1.0,72.0,17.7,0.02,17.0,107.9,36.7,31.1048,77.1734,37.81
2024-01-14,Manali,20:30,Evening,2.1,73.0,27.8,0.04,7.0,123.3,33.7,32.2396,77.1885,38.76
2020-06-06,Manali,18:32,Morning,2.6,62.0,28.6,0.03,27.1,139.2,32.1,32.2396,77.1885,18.37
2024-07-06,Shillong,19:00,Morning,2.5,67.0,15.9,0.07,24.7,131.7,28.0,25.5788,91.8933,20.62
2021-03-10,Shillong,09:49,Night,2.3,81.0,26.0,0.09,0.0,131.9,36.8,25.5788,91.8933,7.41
2020-04-28,Dehradun,01:29,Night,2.9,67.0,28.9,0.01,27.1,100.2,45.6,30.3165,78.0322,5.98
2022-10-07,Manali,15:00,Afternoon,1.2,74.0,23.6,0.07,7.0,122.3,32.3,32.2396,77.1885,48.04
2024-11-08,Shimla,08:09,Night,3.2,66.0,26.3,0.03,6.1,110.7,43.9,31.1048,77.1734,35.62
2022-07-14,Shimla,05:58,Morning,1.6,64.0,28.6,0.05,1.1,100.9,40.4,31.1048,77.1734,21.49
2020-10-14,Manali,19:59,Afternoon,3.0,83.0,23.9,0.02,18.3,124.2,27.5,32.2396,77.1885,9.34
2022-08-17,Shimla,10:25,Morning,1.6,84.0,16.4,0.03,17.4,109.9,48.2,31.1048,77.1734,47.81
2020-07-15,Shimla,04:33,Night,3.7,70.0,28.0,0.09,9.8,117.6,48.0,31.1048,77.1734,1.27
2020-10-15,Dehradun,23:14,Afternoon,3.8,83.0,19.9,0.08,21.3,129.1,25.2,30.3165,78.0322,8.24
2023-07-13,Dehradun,23:59,Morning,3.1,82.0,27.9,0.01,23.5,113.9,40.2,30.3165,78.0322,18.88
2023-08-05,Munnar,14:09,Morning,1.3,61.0,20.5,0.05,33.1,122.1,45.7,10.0889,77.0594,1.46
2021-05-24,Manali,03:56,Evening,1.5,88.0,15.1,0.07,26.6,115.8,29.0,32.2396,77.1885,2.09
2021-09-02,Shimla,08:22,Afternoon,3.8,76.0,18.3,0.08,23.9,126.6,48.3,31.1048,77.1734,26.03
2022-02-06,Dehradun,14:18,Morning,3.0,67.0,27.9,0.01,13.6,125.0,48.7,30.3165,78.0322,16.12
2024-06-28,Darjeeling,04:35,Night,1.9,69.0,26.4,0.1,32.9,138.3,48.8,27.0385,88.2622,6.43
2023-10-05,Dehradun,08:48,Night,3.8,64.0,29.2,0.01,1.2,129.4,32.9,30.3165,78.0322,28.01
2020-10-05,Manali,17:10,Evening,3.3,65.0,29.2,0.1,7.9,130.6,33.0,32.2396,77.1885,39.1
2020-08-13,Manali,16:20,Morning,1.0,88.0,24.3,0.07,25.6,132.1,37.5,32.2396,77.1885,0.51
2021-08-04,Shillong,04:26,Morning,1.7,60.0,21.2,0.07,19.0,123.6,45.2,25.5788,91.8933,34.64
2022-12-09,Munnar,14:24,Evening,2.9,71.0,26.1,0.06,4.3,124.2,47.0,10.0889,77.0594,49.55
2024-10-12,Darjeeling,04:11,Evening,2.9,89.0,24.6,0.08,32.0,110.3,48.5,27.0385,88.2622,17.66
2023-06-11,Manali,08:47,Afternoon,2.7,88.0,20.0,0.07,15.8,102.8,45.6,32.2396,77.1885,33.67
2024-11-17,Manali,06:13,Afternoon,1.1,62.0,18.0,0.01,25.3,116.7,49.8,32.2396,77.1885,26.99
2022-07-23,Darjeeling,05:34,Afternoon,3.5,76.0,26.9,0.07,24.9,104.3,27.5,27.0385,88.2622,39.92
2020-05-19,Shimla,01:49,Afternoon,3.6,85.0,16.2,0.04,12.8,134.9,47.2,31.1048,77.1734,27.42
2022-12-06,Munnar,01:34,Night,1.5,70.0,18.4,0.04,27.0,122.4,39.9,10.0889,77.0594,45.22
2023-08-15,Darjeeling,18:22,Night,1.8,78.0,19.4,0.02,17.4,130.0,31.0,27.0385,88.2622,18.55
2020-05-13,Dehradun,18:03,Evening,2.4,82.0,29.9,0.04,0.5,107.7,39.1,30.3165,78.0322,25.45
2020-11-03,Shimla,09:02,Afternoon,3.8,86.0,27.1,0.06,12.2,116.8,30.5,31.1048,77.1734,20.36
2024-07-28,Shimla,09:33,Night,3.2,83.0,18.4,0.02,8.2,101.0,41.5,31.1048,77.1734,0.35
2024-12-22,Shimla,06:31,Morning,3.9,62.0,25.6,0.05,12.4,132.1,36.3,31.1048,77.1734,5.61
2024-12-02,Munnar,09:15,Night,1.8,82.0,15.6,0.03,12.7,120.7,26.7,10.0889,77.0594,29.84
2021-08-10,Dehradun,20:53,Afternoon,3.4,73.0,27.5,0.08,30.2,119.6,35.3,30.3165,78.0322,41.1
2023-12-07,Dehradun,23:35,Afternoon,2.7,84.0,21.1,0.07,8.6,117.8,42.2,30.3165,78.0322,11.36
2021-01-08,Dehradun,13:16,Morning,2.0,63.0,20.4,0.02,0.6,131.5,47.0,30.3165,78.0322,18.79
2022-10-30,Shillong,12:25,Night,3.3,72.0,29.5,0.1,31.7,139.4,42.8,25.5788,91.8933,37.67
2022-11-12,Darjeeling,14:43,Morning,1.8,62.0,21.3,0.08,9.5,129.7,39.0,27.0385,88.2622,14.83
2024-06-14,Shillong,03:39,Evening,2.7,81.0,29.4,0.1,1.8,128.0,39.2,25.5788,91.8933,39.26
2022-01-04,Manali,01:55,Night,3.7,62.0,17.3,0.04,13.4,138.2,27.6,32.2396,77.1885,28.28
2020-11-28,Darjeeling,01:36,Night,1.3,69.0,15.3,0.06,19.9,129.0,28.4,27.0385,88.2622,35.96
2022-04-21,Darjeeling,02:18,Evening,1.8,82.0,28.7,0.01,2.1,138.8,34.5,27.0385,88.2622,34.02
2024-08-30,Darjeeling,21:13,Morning,3.9,65.0,23.1,0.07,19.9,117.0,49.7,27.0385,88.2622,14.85
2021-06-11,Munnar,01:50,Evening,1.9,65.0,24.6,0.09,12.7,109.8,46.9,10.0889,77.0594,30.62
2020-10-14,Dehradun,18:39,Night,1.6,64.0,27.0,0.07,18.1,119.0,41.7,30.3165,78.0322,30.28
2023-09-17,Dehradun,18:49,Night,3.6,73.0,26.8,0.1,11.0,102.6,39.2,30.3165,78.0322,11.7
2021-06-03,Munnar,05:00,Afternoon,3.5,82.0,27.4,0.04,3.8,139.3,33.9,10.0889,77.0594,41.04
2021-01-02,Dehradun,21:35,Night,1.4,63.0,15.7,0.08,9.6,114.6,29.3,30.3165,78.0322,28.91
2020-08-19,Shimla,12:45,Morning,1.5,70.0,26.6,0.08,5.1,109.3,46.4,31.1048,77.1734,34.06
2021-05-03,Darjeeling,19:09,Morning,1.5,87.0,28.2,0.08,33.9,123.0,38.5,27.0385,88.2622,26.1
2021-03-15,Darjeeling,19:31,Afternoon,1.7,73.0,27.2,0.06,6.9,126.9,39.4,27.0385,88.2622,1.47
2023-02-18,Munnar,17:28,Night,1.5,85.0,21.8,0.02,0.9,135.1,35.9,10.0889,77.0594,4.51
2023-07-26,Shimla,12:45,Night,1.9,69.0,23.0,0.09,1.2,101.7,39.7,31.1048,77.1734,43.16
2022-05-09,Shimla,06:14,Evening,2.4,63.0,26.4,0.04,0.8,137.0,28.1,31.1048,77.1734,28.3
2021-05-13,Manali,13:29,Evening,2.8,86.0,16.7,0.04,4.7,118.1,37.6,32.2396,77.1885,17.32
2021-08-20,Shillong,02:19,Morning,2.8,83.0,21.2,0.08,8.7,113.2,37.6,25.5788,91.8933,47.71
2023-01-14,Dehradun,02:26,Afternoon,3.3,80.0,18.6,0.09,29.6,137.5,37.2,30.3165,78.0322,40.89
2022-12-12,Dehradun,05:22,Evening,2.9,78.0,28.0,0.06,28.5,139.0,32.8,30.3165,78.0322,16.84
2024-08-14,Shillong,23:24,Afternoon,2.3,90.0,23.6,0.05,13.6,100.4,28.1,25.5788,91.8933,3.1
2021-04-18,Manali,12:14,Morning,2.2,69.0,16.2,0.07,9.7,132.0,30.1,32.2396,77.1885,32.47
2021-07-09,Shillong,00:01,Night,1.8,85.0,28.3,0.06,27.5,120.1,45.6,25.5788,91.8933,49.0
2020-05-18,Manali,10:50,Night,1.7,64.0,17.1,0.03,1.3,122.2,47.2,32.2396,77.1885,12.53
2022-01-14,Dehradun,12:06,Afternoon,1.2,73.0,21.7,0.08,15.7,120.2,27.7,30.3165,78.0322,42.36
2021-06-21,Shimla,08:04,Night,3.9,83.0,25.8,0.08,33.8,115.1,25.3,31.1048,77.1734,18.28
2020-09-11,Manali,22:38,Afternoon,1.3,65.0,18.2,0.02,32.1,115.4,30.7,32.2396,77.1885,45.36
2020-07-25,Manali,19:57,Night,3.5,62.0,25.1,0.02,3.6,129.0,35.0,32.2396,77.1885,48.33
2023-12-20,Darjeeling,12:32,Night,3.3,76.0,16.1,0.1,2.4,119.6,42.2,27.0385,88.2622,44.13
2022-11-08,Dehradun,18:50,Afternoon,1.4,82.0,17.4,0.08,25.0,116.0,30.8,30.3165,78.0322,45.67
2022-06-12,Dehradun,05:05,Evening,2.2,74.0,19.5,0.06,27.6,127.3,28.3,30.3165,78.0322,34.76
2024-03-09,Dehradun,21:55,Afternoon,3.5,67.0,25.5,0.04,8.9,105.7,30.6,30.3165,78.0322,47.19
2023-11-07,Dehradun,15:29,Afternoon,2.1,79.0,28.4,0.05,27.2,107.1,44.7,30.3165,78.0322,15.71
2023-10-10,Dehradun,12:35,Morning,3.8,60.0,25.8,0.01,12.5,103.6,28.3,30.3165,78.0322,19.72
2024-12-27,Dehradun,00:42,Afternoon,3.2,63.0,21.9,0.05,15.2,113.9,28.1,30.3165,78.0322,33.01
2022-11-03,Darjeeling,10:09,Morning,2.0,70.0,20.8,0.03,7.3,124.9,49.1,27.0385,88.2622,47.54
2022-02-13,Shimla,13:29,Evening,1.8,66.0,22.1,0.04,16.6,131.4,28.5,31.1048,77.1734,7.82
2022-08-28,Darjeeling,22:46,Morning,1.9,84.0,29.9,0.04,8.8,104.6,37.8,27.0385,88.2622,4.67
2022-03-27,Shimla,00:59,Night,3.4,71.0,21.7,0.09,2.2,109.2,28.8,31.1048,77.1734,16.1
2020-01-12,Munnar,10:10,Night,2.5,78.0,18.5,0.09,26.1,105.0,44.7,10.0889,77.0594,14.13
2022-09-23,Shimla,09:09,Morning,3.9,68.0,15.8,0.02,6.8,136.9,36.5,31.1048,77.1734,40.32
2024-02-08,Darjeeling,06:40,Afternoon,2.9,77.0,20.0,0.07,6.4,128.4,37.3,27.0385,88.2622,17.91
2021-06-30,Darjeeling,05:16,Night,3.6,86.0,27.6,0.09,1.2,105.0,32.9,27.0385,88.2622,35.28
2023-05-25,Manali,16:06,Afternoon,2.0,88.0,27.3,0.04,8.9,113.1,49.3,32.2396,77.1885,6.5
2023-12-20,Manali,16:05,Evening,1.6,83.0,17.7,0.04,5.0,132.9,40.9,32.2396,77.1885,32.81
2022-03-29,Dehradun,18:46,Night,1.6,61.0,21.7,0.04,7.7,112.6,39.5,30.3165,78.0322,45.1
2023-07-08,Shillong,19:12,Night,1.3,61.0,18.6,0.02,1.2,139.6,35.7,25.5788,91.8933,40.75
2022-04-09,Munnar,03:03,Evening,1.9,84.0,20.8,0.03,33.6,101.3,42.1,10.0889,77.0594,10.05
2023-09-09,Munnar,01:34,Evening,2.2,74.0,17.5,0.03,30.4,107.3,49.1,10.0889,77.0594,20.37
2020-07-08,Manali,17:16,Morning,1.0,85.0,26.0,0.06,28.4,133.7,40.8,32.2396,77.1885,26.39
2021-02-14,Munnar,03:21,Night,2.0,62.0,16.7,0.07,19.8,101.4,41.1,10.0889,77.0594,17.23
2024-11-11,Dehradun,02:46,Morning,2.3,69.0,25.8,0.04,16.6,131.2,36.8,30.3165,78.0322,10.65
2020-06-09,Munnar,21:31,Morning,2.8,84.0,24.7,0.08,23.9,121.1,48.8,10.0889,77.0594,1.55
2020-05-12,Shillong,16:01,Afternoon,3.7,71.0,26.5,0.07,24.0,122.9,30.8,25.5788,91.8933,23.75
2020-10-11,Manali,17:21,Morning,3.3,80.0,27.9,0.02,7.2,107.2,34.9,32.2396,77.1885,27.81
2023-04-12,Manali,06:09,Night,3.7,74.0,23.6,0.1,3.1,117.5,47.7,32.2396,77.1885,48.96
2021-08-09,Dehradun,08:42,Evening,2.0,70.0,24.6,0.02,16.3,130.9,47.8,30.3165,78.0322,35.99
2022-03-12,Dehradun,16:51,Evening,1.4,88.0,16.1,0.08,11.4,103.2,40.6,30.3165,78.0322,7.81
2020-05-20,Manali,07:43,Morning,1.7,77.0,21.0,0.03,25.5,113.3,46.8,32.2396,77.1885,41.39
2021-10-15,Manali,19:24,Night,1.5,78.0,26.7,0.03,29.7,103.8,33.1,32.2396,77.1885,26.95
2023-03-05,Dehradun,01:56,Morning,2.6,82.0,24.1,0.02,15.9,124.8,27.3,30.3165,78.0322,38.76
2020-10-25,Manali,00:25,Evening,2.4,77.0,18.6,0.01,21.5,100.2,26.9,32.2396,77.1885,6.61
2024-07-05,Shimla,13:26,Night,3.6,70.0,16.4,0.05,32.8,121.8,30.5,31.1048,77.1734,2.36
2024-02-09,Darjeeling,20:09,Night,3.9,72.0,16.2,0.07,19.1,135.3,30.0,27.0385,88.2622,27.99
2020-12-22,Munnar,13:03,Morning,1.7,87.0,29.7,0.02,7.7,104.6,39.8,10.0889,77.0594,12.72
2021-06-26,Munnar,16:19,Night,3.7,72.0,22.2,0.05,29.7,122.4,35.4,10.0889,77.0594,8.26
